BUILDING ID,REGISTRATION ID,BOROUGH,NUMBER,STREET,VACATE ORDER NUMBER,PRIMARY VACATE REASON,VACATE TYPE,VACATE EFFECTIVE DATE,RESCIND DATE,NUMBER OF VACATED UNITS,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
882283,380260,BK,1566,PROSPECT PLACE,122983,Illegal Occupancy,Partial,04/22/2015,,1,11233,40.67290,-73.92434,8,41,359,3388823,3013690113,Crown Heights North                                                        
325104,819504,BK,471,LEXINGTON AVENUE,94210,Fire Damage,Entire Building,03/19/2012,01/30/2019,9,11221,40.68857,-73.94325,3,36,263,3050485,3018000058,Bedford
374981,304006,BK,720,ST MARKS AVENUE,145611,Fire Damage,Partial,09/24/2018,01/29/2019,1,11216,40.67515,-73.94921,8,36,31701,3030997,3012270016,Crown Heights North
1143,136395,MN,2002,2 AVENUE,143883,Fire Damage,Partial,04/25/2018,01/02/2019,1,10029,40.78874,-73.94381,11,8,164,1052675,1016750002,East Harlem South
88159,214163,BX,1068,INTERVALE AVENUE,127179,Illegal Occupancy,Entire Building,01/11/2016,,16,10459,40.82509,-73.89684,2,17,131,2005483,2027050020,Longwood                                                                   
881220,225014,BX,991,BOSTON ROAD,142928,Illegal Occupancy,Partial,02/15/2018,,1,10456,40.82543,-73.90752,3,16,185,2115242,2026070098,Morrisania-Melrose                                                         
805983,139069,MN,200,WEST 147 STREET,146869,Fire Damage,Partial,01/11/2019,,1,10039,40.82317,-73.93870,10,9,234,1084142,1020320034,Central Harlem North-Polo Grounds
881048,380162,BK,823,MADISON STREET,107787,Fire Damage,Entire Building,05/06/2013,,3,11221,40.68790,-73.92303,3,41,375,3389966,3014810067,Stuyvesant Heights                                                         
880480,427489,QN,1-73,BEACH 91 STREET,140665,Fire Damage,Entire Building,11/01/2017,,3,11693,40.58609,-73.81416,14,32,94203,4592100,4161340041,Hammels-Arverne-Edgemere                                                   
119829,206831,BX,2115,WASHINGTON AVENUE,146894,Fire Damage,Partial,01/24/2019,,1,10457,40.85189,-73.89534,6,15,395,2011294,2030370025,Claremont-Bathgate
380740,368687,BK,67,TAPSCOTT STREET,146994,Illegal Occupancy,Partial,02/01/2019,,2,11212,40.66625,-73.92059,16,41,900,3080856,3035110005,Brownsville
213163,334069,BK,3045,BRIGHTON 12 STREET,144439,Fire Damage,Partial,06/05/2018,01/24/2019,1,11235,40.57912,-73.95719,13,48,61004,3245624,3087150073,Brighton Beach
309593,817000,BK,611,HEGEMAN AVENUE,146741,Illegal Occupancy,Partial,01/07/2019,,1,11207,40.66105,-73.88908,5,42,1128,3096674,3043020044,East New York (Pennsylvania Ave)
94429,713130,BX,2787,MARION AVENUE,143310,Illegal Occupancy,Partial,03/12/2018,01/03/2019,2,10458,40.86680,-73.88762,7,15,40502,2016688,2032890039,Bedford Park-Fordham North
876311,379714,BK,1575,EAST NEW YORK AVENUE,122041,Habitability,Entire Building,02/20/2015,04/07/2016,3,11212,40.67268,-73.90993,16,41,363,3391263,3014610125,Ocean Hill                                                                 
876275,223103,BX,847,JENNINGS STREET,142486,Fire Damage,Partial,01/25/2018,,2,10459,40.83228,-73.89363,3,17,153,2086715,2029650103,Crotona Park East                                                          
875692,379682,BK,520,OSBORN STREET,99207,Fire Damage,Partial,10/03/2012,10/31/2017,1,11212,40.65908,-73.90611,16,42,920,3342620,3036160001,Brownsville                                                                
89729,200303,BX,3204,KINGSBRIDGE AVENUE,146895,Fire Damage,Partial,01/24/2019,,1,10463,40.88114,-73.90527,8,11,287,2083551,2057540001,Spuyten Duyvil-Kingsbridge
299284,329855,BK,256,GATES AVENUE,147096,Fire Damage,Partial,02/01/2019,,2,11238,40.68546,-73.95709,3,35,229,3056972,3019850036,Clinton Hill
328593,818727,BK,701,LOGAN STREET,147057,Illegal Occupancy,Partial,01/25/2019,,2,11208,40.66870,-73.87441,5,42,1118,3098532,3044580068,East New York
22691,101075,MN,168,HENRY STREET,146878,Fire Damage,Partial,01/11/2019,,1,10002,40.71346,-73.98911,3,1,6,1003236,1002710050,Lower East Side
70514,713412,BX,816,EAST 225 STREET,146908,Illegal Occupancy,Partial,01/11/2019,,1,10466,40.88664,-73.85684,12,12,406,2063857,2048490052,Williamsbridge-Olinville
77657,200319,BX,40,FEATHERBED LANE,143715,Fire Damage,Partial,04/17/2018,01/28/2019,2,10452,40.84595,-73.91557,5,14,217,2008427,2028650110,University Heights-Morris Heights
27990,101182,MN,1447,ST NICHOLAS AVENUE,146866,Fire Damage,Partial,01/11/2019,,3,10033,40.85013,-73.93315,12,10,271,1063948,1021650038,Washington Heights North
21858,123843,MN,75,FT WASHINGTON AVENUE,146671,Illegal Occupancy,Partial,01/07/2019,,1,10032,40.83750,-73.94414,12,7,247,1063331,1021360140,Washington Heights South
277524,0,BK,581,EAST 81 STREET,146936,Illegal Occupancy,Partial,01/25/2019,,1,11236,40.63972,-73.91663,18,46,954,3222593,3079600015,Canarsie
207323,302331,BK,1027,BELMONT AVENUE,115374,Habitability,Entire Building,03/25/2014,01/12/2019,4,11208,40.67421,-73.87117,5,42,1196,3095100,3042330043,East New York
87505,710782,BX,3287,HULL AVENUE,113033,Illegal Occupancy,Partial,01/08/2014,,1,10467,40.87634,-73.87480,7,11,42902,2018361,2033470042,Norwood                                                                    
87505,710782,BX,3287,HULL AVENUE,112548,Illegal Occupancy,Partial,11/21/2013,,1,10467,40.87634,-73.87480,7,11,42902,2018361,2033470042,Norwood                                                                    
66245,207704,BX,612,EAST 180 STREET,145868,Fire Damage,Partial,10/17/2018,01/03/2018,1,10457,40.84928,-73.89118,6,15,373,2012012,2030690078,East Tremont
374371,359206,BK,1230,ST MARKS AVENUE,123022,Fire Damage,Entire Building,04/22/2015,01/12/2019,3,11213,40.67405,-73.92896,8,36,347,3036094,3013610034,Crown Heights North
593808,0,QN,117-27,203 STREET,146829,Fire Damage,Entire Building,01/24/2019,,2,11412,40.69497,-73.74898,12,27,384,4272206,4126330026,St. Albans
188321,300060,BK,3115,AVENUE I,143588,Fire Damage,Partial,04/10/2018,01/03/2018,2,11210,40.62931,-73.94610,14,45,774,3206441,3075770001,Flatbush
668832,417956,QN,92-20,JAMAICA AVENUE,146944,Fire Damage,Partial,02/01/2019,,1,11421,40.69335,-73.85299,9,32,18,4184264,4089330077,Woodhaven
92542,207345,BX,1025,LONGWOOD AVENUE,144721,Fire Damage,Partial,06/29/2018,01/03/2019,1,10459,40.81646,-73.89645,2,17,89,2005743,2027210040,Hunts Point
87886,201923,BX,860,HUNTS POINT AVENUE,139477,Fire Damage,Partial,07/18/2017,01/30/2019,5,10474,40.81798,-73.88878,2,17,11502,2006433,2027620040,Hunts Point
133376,348576,BK,5112,7 AVENUE,146906,Fire Damage,Partial,01/12/2019,,1,11220,40.64176,-74.00664,7,38,98,3013693,3008010042,Sunset Park East
55615,211242,BX,1381,CASTLE HILL AVENUE,145252,Fire Damage,Partial,08/13/2018,01/08/2019,2,10462,40.83579,-73.85211,9,18,222,2029041,2039350053,Parkchester
873371,916506,QN,145-11,116 AVENUE,134009,Illegal Occupancy,Partial,11/10/2016,,2,11436,40.68148,-73.79689,12,28,188,4530119,4119890019,Baisley Park                                                               
873183,142752,MN,91,EAST 116 STREET,115224,Habitability,Entire Building,03/14/2014,04/02/2014,14,10029,40.79950,-73.94368,11,8,184,1087331,1016220031,East Harlem North                                                          
87314,204214,BX,2317,HUGHES AVENUE,124896,Fire Damage,Partial,08/10/2015,10/27/2015,1,10458,40.85374,-73.88810,6,15,391,2012132,2030730031,Belmont                                                                    
110126,200970,BX,2363,SOUTHERN BOULEVARD,146875,Fire Damage,Partial,01/24/2019,,2,10460,40.85261,-73.88189,6,15,393,2013051,2031140067,Belmont
259063,303823,BK,1155,EAST 35 STREET,146675,Illegal Occupancy,Partial,01/08/2019,,1,11210,40.62598,-73.94188,18,45,740,3208200,3076170017,Flatlands
87253,711493,BX,2132,HUGHES AVENUE,112364,Habitability,Entire Building,11/14/2013,08/05/2015,10,10457,40.85020,-73.88969,6,15,373,2012367,2030820008,East Tremont                                                               
87252,710852,BX,2130,HUGHES AVENUE,114872,Illegal Occupancy,Partial,03/13/2014,02/10/2015,1,10457,40.85016,-73.88972,6,15,373,2012366,2030820007,East Tremont                                                               
529348,0,QN,150-33,116 AVENUE,146812,Illegal Occupancy,Partial,01/24/2019,,2,11434,40.68276,-73.79221,12,28,272,4264413,4121920072,Baisley Park
87226,204645,BX,2027,HUGHES AVENUE,129243,Fire Damage,Partial,04/12/2016,,1,10457,40.84786,-73.89111,6,15,373,2012020,2030690096,East Tremont                                                               
610170,921376,QN,115-87,223 STREET,95987,Illegal Occupancy,Partial,06/14/2012,,1,11411,40.69686,-73.73618,13,27,596,4243901,4113050019,Cambria Heights
591205,921411,QN,117-24,200 STREET,104197,Illegal Occupancy,Partial,02/14/2013,,1,11412,40.69404,-73.75240,12,27,376,4271792,4126200018,St. Albans
553363,0,QN,181-28,144 AVENUE,146729,Illegal Occupancy,Partial,01/07/2019,,1,11413,40.66783,-73.76241,12,31,330,4281269,4130920011,Springfield Gardens North
753873,15540,SI,82,LAUREL AVENUE,142586,Illegal Occupancy,Partial,01/30/2018,,1,10304,40.61968,-74.08298,1,49,29,5014293,5005600055,Stapleton-Rosebank
100793,221685,BX,3840,ORLOFF AVENUE,147077,Fire Damage,Partial,02/01/2019,,1,10463,40.88360,-73.89663,8,11,279,2016064,2032630172,Van Cortlandt Village
95436,200651,BX,215,MC CLELLAN STREET,146896,Fire Damage,Partial,01/24/2019,,1,10456,40.83240,-73.91695,4,16,18102,2002763,2024560251,East Concourse-Concourse Village
57601,0,BX,3228,COLDEN AVENUE,138280,Illegal Occupancy,Partial,06/08/2017,01/31/2019,1,10469,40.87192,-73.85940,12,12,370,2056561,2046100023,Williamsbridge-Olinville
683243,918374,QN,106-09,GUY R BREWER BOULEVARD,147033,Habitability,Entire Building,01/25/2019,,2,11433,40.69943,-73.79333,12,27,254,4216316,4101610068,South Jamaica
364126,819506,BK,9,ROSE STREET,145557,Habitability,Partial,08/29/2018,,1,11236,40.64409,-73.90733,18,46,964,3229245,3081610144,Canarsie
108803,0,BX,3944,SETON AVENUE,146943,Illegal Occupancy,Partial,01/25/2019,,1,10466,40.89004,-73.83685,12,12,426,2066853,2049610020,Woodlawn-Wakefield
87177,712585,BX,437,HOWE AVENUE,127090,Illegal Occupancy,Entire Building,12/28/2015,,10,10473,40.81553,-73.84832,9,18,84,2021135,2035090044,Soundview-Castle Hill-Clason Point-Harding Park                            
87088,210480,BX,2110,HONEYWELL AVENUE,132141,Fire Damage,Partial,08/22/2016,,1,10460,40.84529,-73.88216,6,17,363,2013176,2031250005,East Tremont                                                               
870433,142704,MN,1652,PARK AVENUE,115225,Habitability,Entire Building,03/14/2014,,60,10035,40.79976,-73.94291,11,8,184,1051675,1016220037,East Harlem North                                                          
869838,379555,BK,691,PROSPECT PLACE,111251,Fire Damage,Partial,09/26/2013,,1,11216,40.67460,-73.95413,8,35,221,3390836,3012240048,Crown Heights North                                                        
786377,0,SI,79,TAFT AVENUE,147031,Habitability,Entire Building,01/18/2019,,1,10301,40.64077,-74.08598,1,49,9,5001052,5000460031,West New Brighton-New Brighton-St. George
492254,0,QN,105-26,86 STREET,146690,Illegal Occupancy,Partial,01/24/2019,,1,11417,40.67933,-73.85234,10,32,54,4190242,4091460018,Ozone Park
281900,0,BK,1645,EAST 92 STREET,146991,Illegal Occupancy,Partial,01/25/2019,,1,11236,40.63214,-73.89441,18,46,1024,3234277,3082950021,Canarsie
978761,817474,BK,100,JEFFERSON STREET,146951,Illegal Occupancy,Partial,01/30/2019,,2,11206,40.69946,-73.93101,4,34,425,3393924,3031720008,Bushwick South
84220,205166,BX,2834,HEATH AVENUE,145429,Fire Damage,Partial,08/23/2018,01/31/2019,2,10463,40.87351,-73.90407,8,14,273,2015692,2032560064,Van Cortlandt Village
779965,15547,SI,103,SCRIBNER AVENUE,146755,Illegal Occupancy,Partial,01/08/2019,,1,10301,40.63805,-74.08553,1,49,11,5000944,5000420065,West New Brighton-New Brighton-St. George
71020,713117,BX,740,EAST 228 STREET,145342,Illegal Occupancy,Partial,08/16/2018,01/09/2019,1,10466,40.88952,-73.85805,12,12,406,2063534,2048410074,Williamsbridge-Olinville
810135,377266,BK,5324,13 AVENUE,147053,Fire Damage,Partial,01/30/2019,,4,11219,40.63261,-73.99465,12,44,218,3139005,3056690055,Borough Park
866685,224482,BX,912,EAST 178 STREET,124192,Fire Damage,Partial,06/24/2015,02/09/2016,1,10460,40.84283,-73.88352,6,17,363,2113165,2031210046,East Tremont                                                               
94074,217652,BX,1048,MANOR AVENUE,147060,Fire Damage,Entire Building,02/01/2019,,3,10472,40.82529,-73.87553,9,18,48,2023559,2037170026,Soundview-Bruckner
9778,112247,MN,476,COLUMBUS AVENUE,146993,Fire Damage,Partial,01/24/2019,,12,10024,40.78440,-73.97371,7,6,169,1032074,1012130036,Upper West Side
513435,921395,QN,40-18,102 STREET,144823,Fire Damage,Partial,07/18/2018,01/07/2019,1,11368,40.74921,-73.86392,4,21,407,4040310,4016090029,North Corona
431460,401034,QN,91-18,43 AVENUE,118042,Fire Damage,Partial,07/16/2014,01/30/2019,1,11373,40.74339,-73.87422,4,25,463,4039938,4016000013,Elmhurst
882830,225091,BX,1497,BRUCKNER BOULEVARD,145862,Fire Damage,Entire Building,10/17/2018,01/07/2019,3,10472,40.82370,-73.87920,9,17,5001,2113589,2037120007,Soundview-Bruckner
864462,224451,BX,1201,TINTON AVENUE,119433,Illegal Occupancy,Partial,10/10/2014,,4,10456,40.82924,-73.90040,3,17,151,2112713,2026630157,Morrisania-Melrose                                                         
792288,15557,SI,26,WALLOON STREET,146849,Illegal Occupancy,Partial,01/08/2019,,3,10303,40.63252,-74.15746,1,49,231,5027612,5012180016,Mariner's Harbor-Arlington-Port Ivory-Graniteville
86445,206371,BX,763,HOME STREET,120904,Habitability,Entire Building,01/05/2015,,2,10456,40.82808,-73.90152,3,17,135,2004731,2026620040,Morrisania-Melrose                                                         
100500,0,BX,3741,OLINVILLE AVENUE,146873,Illegal Occupancy,Partial,02/01/2019,,3,10467,40.88301,-73.86572,12,12,392,2057449,2046490062,Williamsbridge-Olinville
45680,0,BX,2072,ANTHONY AVENUE,146891,Illegal Occupancy,Partial,01/11/2019,,1,10457,40.85275,-73.90200,5,15,381,2013649,2031560052,Mount Hope
887015,0,QN,259-21,FRANCIS LEWIS BOULEVARD,146712,Illegal Occupancy,Partial,01/08/2019,,1,11422,40.65621,-73.72751,13,31,656,4290897,4136820156,Rosedale
398056,302579,BK,80,WOODRUFF AVENUE,142720,Fire Damage,Partial,01/26/2018,02/12/2019,1,11226,40.65349,-73.96322,14,40,50804,3116104,3050590016,Flatbush
863529,426757,QN,20-04,SEAGIRT BOULEVARD,136511,Fire Damage,Partial,05/04/2017,06/08/2017,1,11691,40.59516,-73.75445,14,31,99801,4436112,4157800100,Far Rockaway-Bayswater                                                     
863529,426757,QN,20-04,SEAGIRT BOULEVARD,103597,Fire Damage,Partial,01/15/2013,,2,11691,40.59516,-73.75445,14,31,99801,4436112,4157800100,Far Rockaway-Bayswater                                                     
26868,117710,MN,175,PINEHURST AVENUE,146784,Fire Damage,Partial,01/07/2019,02/07/2019,1,10033,40.85411,-73.93819,12,10,273,1064352,1021790201,Washington Heights North
93698,203982,BX,1505,MACOMBS ROAD,145699,Fire Damage,Partial,09/27/2018,02/07/2019,5,10452,40.84376,-73.91750,4,16,21302,2008718,2028720326,Highbridge
8625,139070,MN,131,BROOME STREET,120631,Fire Damage,Partial,12/12/2014,,1,10002,40.71621,-73.98398,3,1,12,1077598,1003410070,Lower East Side                                                            
314028,365335,BK,139,HOWARD AVENUE,147260,Fire Damage,Partial,02/21/2019,,1,11233,40.68383,-73.92016,3,41,377,3040134,3014970001,Stuyvesant Heights
97522,200236,BX,2199,MORRIS AVENUE,132603,Fire Damage,Partial,08/22/2016,02/21/2019,1,10453,40.85628,-73.90309,5,14,239,2013981,2031810030,Fordham South
85984,711490,BX,3606,HOLLAND AVENUE,119800,Illegal Occupancy,Partial,11/24/2014,07/31/2015,2,10467,40.87900,-73.86378,12,12,380,2057805,2046610043,Williamsbridge-Olinville                                                   
85959,216722,BX,3530,HOLLAND AVENUE,120926,Illegal Occupancy,Partial,02/05/2015,08/26/2015,2,10467,40.87762,-73.86437,12,12,380,2057739,2046600001,Williamsbridge-Olinville                                                   
41051,611242,MN,288,WEST 137 STREET,141568,Illegal Occupancy,Entire Building,11/22/2017,02/15/2019,8,10030,40.81754,-73.94499,10,9,228,1058981,1019420058,Central Harlem North-Polo Grounds
3382,100770,MN,1858,ADAM C POWELL BOULEVARD,147113,Fire Damage,Partial,02/06/2019,,1,10026,40.80102,-73.95414,10,9,216,1055118,1018280032,Central Harlem South
85922,711360,BX,2932,HOLLAND AVENUE,102675,Habitability,Entire Building,12/12/2012,,1,10467,40.86842,-73.86529,11,15,338,2054854,2045480018,Bronxdale                                                                  
858560,223177,BX,950,JENNINGS STREET,97181,Fire Damage,Partial,07/31/2012,,1,10460,40.83192,-73.88934,3,17,123,2102389,2029870025,Crotona Park East                                                          
696545,0,QN,146-50,SPRINGFIELD LANE,147008,Illegal Occupancy,Partial,02/06/2019,,1,11413,40.66049,-73.76045,13,31,320,4310925,4133630032,Springfield Gardens South-Brookville
878357,0,SI,173,NORTH BURGHER AVENUE,106216,Habitability,Entire Building,03/07/2013,02/05/2019,1,10310,40.63714,-74.11496,1,49,105,5145792,5001610115,New Brighton-Silver Lake
562691,0,QN,107-39,155 STREET,147221,Illegal Occupancy,Partial,02/21/2019,,1,11433,40.69499,-73.79780,12,28,254,4215919,4101340006,South Jamaica
857160,223113,BX,718,GARDEN STREET,112015,Illegal Occupancy,Partial,10/28/2013,,3,10457,40.85054,-73.88530,6,15,393,2101295,2030990124,Belmont                                                                    
50420,208735,BX,1384,BOSTON ROAD,146119,Fire Damage,Partial,11/01/2018,02/28/2019,2,10456,40.83260,-73.89819,3,16,151,2010189,2029620015,Morrisania-Melrose
805116,128681,MN,113 REAR,MOTT STREET,147285,Habitability,Partial,02/25/2019,,3,10013,40.71757,-73.99731,2,1,41,1079537,1002050022,SoHo-TriBeCa-Civic Center-Little Italy
500377,418229,QN,166-11,91 AVENUE,147064,Fire Damage,Entire Building,02/21/2019,,3,11432,40.70661,-73.79432,12,27,460,4209625,4097960047,Jamaica
713803,0,SI,722,BAY STREET,147347,Illegal Occupancy,Partial,03/04/2019,,1,10304,40.62457,-74.07448,1,49,27,5013828,5005280056,Stapleton-Rosebank
69229,713378,BX,641,EAST 221 STREET,130902,Illegal Occupancy,Partial,06/14/2016,02/20/2019,2,10467,40.88551,-73.86364,12,12,394,2057667,2046560074,Williamsbridge-Olinville
744858,0,SI,118,HENDRICKS AVENUE,147323,Illegal Occupancy,Partial,03/04/2019,,1,10301,40.64012,-74.08557,1,49,11,5001001,5000440029,West New Brighton-New Brighton-St. George
525380,0,QN,221-02,113 DRIVE,146580,Illegal Occupancy,Partial,01/03/2019,02/15/2019,1,11429,40.70252,-73.73595,13,27,590,4242335,4112390001,Cambria Heights
642307,420494,QN,60-15,CALLOWAY STREET,147220,Fire Damage,Partial,02/25/2019,,2,11368,40.73723,-73.85574,4,21,43702,4048141,4019560029,Corona
539333,919997,QN,104-36,126 STREET,142592,Illegal Occupancy,Partial,01/30/2018,02/25/2019,1,11419,40.68802,-73.81838,10,28,15802,4204595,4095790024,South Ozone Park
94276,201296,BX,14,MARCY PLACE,133309,Fire Damage,Partial,09/21/2016,11/18/2016,1,10452,40.83880,-73.91813,4,16,22101,2008046,2028400008,West Concourse
527460,0,QN,122-10,115 AVENUE,147153,Illegal Occupancy,Partial,02/21/2019,,1,11420,40.67777,-73.81676,10,28,168,4252068,4116660006,South Ozone Park
85603,205324,BX,2403,HOFFMAN STREET,134189,Fire Damage,Partial,11/16/2016,07/12/2017,1,10458,40.85620,-73.88831,6,15,387,2011721,2030560024,Belmont                                                                    
85600,205861,BX,2390,HOFFMAN STREET,113810,Fire Damage,Entire Building,01/27/2014,,20,10458,40.85564,-73.88878,6,15,391,2011892,2030650037,Belmont                                                                    
85576,711498,BX,2324,HOFFMAN STREET,126222,Illegal Occupancy,Partial,10/28/2015,,2,10458,40.85471,-73.88959,6,15,391,2011884,2030650011,Belmont                                                                    
85564,222802,BX,1760,HOE AVENUE,99216,Fire Damage,Partial,10/11/2012,,1,10460,40.83723,-73.88671,3,17,161,2095314,2029910030,Crotona Park East                                                          
592839,0,QN,119-22,202 STREET,129936,Illegal Occupancy,Partial,05/17/2016,02/15/2019,1,11412,40.69202,-73.74855,12,27,384,4272828,4126580016,St. Albans
25624,128461,MN,113,MOTT STREET,147287,Fire Damage,Partial,02/25/2019,,6,10013,40.71757,-73.99731,2,1,41,1079536,1002050022,SoHo-TriBeCa-Civic Center-Little Italy
433031,400938,QN,41-44,44 STREET,146307,Fire Damage,Partial,11/19/2018,02/12/2019,2,11104,40.74649,-73.91994,2,26,183,4001771,4001580038,Hunters Point-Sunnyside-West Maspeth
85444,711910,BX,1103,HOE AVENUE,122350,Habitability,Entire Building,03/12/2015,,2,10459,40.82592,-73.89091,2,17,12701,2006044,2027440041,Hunts Point                                                                
8540,137846,MN,757,BROADWAY,139400,Fire Damage,Partial,08/24/2017,,5,10003,40.73068,-73.99234,2,2,59,1009092,1005607503,West Village                                                               
543097,0,QN,114-49,130 STREET,139348,Illegal Occupancy,Partial,07/28/2017,02/25/2019,1,11420,40.68041,-73.81118,10,28,174,4251733,4116560050,South Ozone Park
853851,348474,BK,2660,EAST 24 STREET,134569,Illegal Occupancy,Partial,12/15/2016,05/04/2017,1,11235,40.58763,-73.94530,15,48,600,3205155,3074680043,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
230000,335502,BK,1421,DE KALB AVENUE,129753,Fire Damage,Entire Building,04/13/2016,02/14/2019,6,11237,40.70018,-73.92330,4,37,429,3073578,3032350048,Bushwick North
29051,100931,MN,61,WADSWORTH AVENUE,146631,Fire Damage,Partial,12/20/2018,02/20/2019,2,10033,40.84671,-73.93723,12,10,263,1063541,1021440013,Washington Heights South
851,113263,MN,1403,2 AVENUE,133859,Habitability,Partial,10/24/2016,01/22/2018,1,10021,40.76963,-73.95777,8,4,126,1043993,1014280021,Lenox Hill-Roosevelt Island                                                
380417,360389,BK,248,SUYDAM STREET,147055,Illegal Occupancy,Partial,02/26/2019,,2,11237,40.70153,-73.92429,4,34,429,3073175,3032190025,Bushwick North
944954,921483,QN,150-25,SHORE AVENUE,146992,Illegal Occupancy,Partial,02/01/2019,,1,11433,40.69394,-73.80025,12,28,254,4532366,4101300052,South Jamaica
30777,118107,MN,144,WEST 19 STREET,142903,Fire Damage,Partial,02/15/2018,11/07/2018,2,10011,40.74099,-73.99592,4,3,87,1014723,1007940064,Hudson Yards-Chelsea-Flatiron-Union Square
988794,0,BK,408 REAR,LEFFERTS AVENUE,147262,Illegal Occupancy,Partial,02/13/2019,,1,11225,40.66255,-73.94752,9,40,806,3324560,3013310005,Prospect Lefferts Gardens-Wingate
166440,332803,BK,258,67 STREET,147206,Habitability,Entire Building,02/01/2019,02/05/2019,6,11220,40.63823,-74.02620,10,43,70,3144443,3058490029,Bay Ridge
570964,0,QN,84-46,165 STREET,147281,Illegal Occupancy,Partial,02/28/2019,,1,11432,40.71336,-73.80071,8,24,448,4210820,4098540050,Briarwood-Jamaica Hills
94276,201296,BX,14,MARCY PLACE,147179,Fire Damage,Partial,02/13/2019,,1,10452,40.83880,-73.91813,4,16,22101,2008046,2028400008,West Concourse
69229,713378,BX,641,EAST 221 STREET,120568,Illegal Occupancy,Partial,12/29/2014,02/20/2019,2,10467,40.88551,-73.86364,12,12,394,2057667,2046560074,Williamsbridge-Olinville
490664,921484,QN,156-49,85 STREET,146064,Illegal Occupancy,Partial,11/08/2018,,1,11414,40.66201,-73.84827,10,32,892,4292314,4139500035,Lindenwood-Howard Beach
49692,221853,BX,1991,BIRCHALL AVENUE,142291,Fire Damage,Partial,01/18/2018,02/26/2019,1,10462,40.84911,-73.86830,11,15,230,2047878,2042560031,Van Nest-Morris Park-Westchester Square
804587,127262,MN,224,EAST 89 STREET,147185,Fire Damage,Partial,02/08/2019,,1,10128,40.78044,-73.95186,8,5,14602,1085225,1015340012,Yorkville
10256,119635,MN,22,DONGAN PLACE,146026,Fire Damage,Partial,10/23/2018,02/19/2019,2,10040,40.86334,-73.92915,12,10,287,1064243,1021750128,Washington Heights North
266784,812299,BK,503,EAST 49 STREET,147130,Illegal Occupancy,Partial,02/13/2019,,1,11203,40.64940,-73.93113,17,45,860,3103749,3047210063,East Flatbush-Farragut
630248,921452,QN,161-05,BAISLEY BOULEVARD,126737,Illegal Occupancy,Partial,11/27/2015,,1,11434,40.67724,-73.78112,12,28,288,4265889,4122540051,Baisley Park
211719,819601,BK,2469,BRAGG STREET,146708,Illegal Occupancy,Partial,01/03/2019,,1,11235,40.59289,-73.93463,15,48,626,3203736,3074280050,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
99358,0,BX,2037,NEREID AVENUE,113029,Illegal Occupancy,Partial,12/18/2013,02/19/2019,1,10466,40.89956,-73.84472,12,12,444,2071382,2050950118,Woodlawn-Wakefield
529029,0,QN,95-25,115 STREET,147273,Illegal Occupancy,Partial,02/25/2019,,1,11419,40.69106,-73.83033,9,28,120,4198300,4094170081,Richmond Hill
365035,302616,BK,987,RUTLAND ROAD,142434,Fire Damage,Partial,01/18/2018,02/14/2019,1,11212,40.66245,-73.92676,17,41,882,3099438,3045960049,Rugby-Remsen Village
84638,201016,BX,2551,HERING AVENUE,113730,Illegal Occupancy,Partial,01/15/2014,,3,10469,40.86376,-73.85389,11,13,326,2052115,2044570061,Allerton-Pelham Gardens                                                    
518042,918608,QN,169-12,107 AVENUE,147231,Illegal Occupancy,Partial,02/21/2019,,1,11433,40.69990,-73.78739,12,27,414,4218305,4102440017,South Jamaica
664142,405828,QN,20-19,HIMROD STREET,147205,Habitability,Entire Building,02/01/2019,,3,11385,40.70977,-73.91011,5,30,591,4080474,4033790070,Ridgewood
705465,408609,QN,61-07,WOODSIDE AVENUE,147169,Fire Damage,Partial,02/25/2019,,1,11377,40.74487,-73.90349,2,26,261,4030042,4012940036,Woodside
28755,137346,MN,59,THOMPSON STREET,130393,Fire Damage,Partial,05/16/2016,02/19/2019,14,10012,40.72411,-74.00328,2,3,47,1007367,1004890036,SoHo-TriBeCa-Civic Center-Little Italy
84335,200122,BX,1920,HENNESSY PLACE,134144,Fire Damage,Partial,11/16/2016,02/21/2018,1,10453,40.85462,-73.91527,5,14,24502,2015025,2032280086,University Heights-Morris Heights                                          
273182,0,BK,1063,EAST 59 STREET,147322,Illegal Occupancy,Partial,02/26/2019,,1,11234,40.62732,-73.91909,18,46,720,3216901,3078070018,Flatlands
63600,215182,BX,342,EAST 148 STREET,147209,Illegal Occupancy,Partial,02/08/2019,,1,10451,40.81598,-73.92036,1,8,65,2000872,2023290069,Melrose South-Mott Haven North
335825,315892,BK,333,MENAHAN STREET,147365,Habitability,Entire Building,02/28/2019,,6,11237,40.70057,-73.91472,4,37,441,3075761,3033100048,Bushwick North
64592,215560,BX,361,EAST 163 STREET,147233,Fire Damage,Partial,02/14/2019,,15,10451,40.82640,-73.91490,4,17,173,2002047,2024240110,East Concourse-Concourse Village
85594,216691,BX,2381,HOFFMAN STREET,143381,Fire Damage,Entire Building,03/19/2018,02/19/2019,16,10458,40.85550,-73.88892,6,15,387,2011668,2030540030,Belmont
